lead_id,conversion_date,conversion_value,conversion_type
lead_008798,2025-09-21 05:56:08.440819,4099.62,Demo
lead_008803,2025-10-20 07:00:08.440819,8003.5,Demo
lead_008805,2025-10-18 12:26:08.440819,9788.09,Demo
lead_008811,2025-09-28 17:30:08.440819,7464.17,Demo
lead_008815,2025-10-07 20:31:08.440819,4914.85,Demo
lead_008816,2025-10-02 20:08:08.440819,9398.59,Trial
lead_008821,2025-09-20 09:55:08.440819,4998.87,Subscription
lead_008823,2025-10-01 06:49:08.440819,1560.64,Trial
lead_008825,2025-10-07 05:40:08.440819,3051.69,Purchase
lead_008826,2025-09-27 22:18:08.440819,3398.48,Demo
lead_008831,2025-10-15 13:31:08.440819,9413.06,Demo
lead_008834,2025-09-24 05:29:08.440819,5025.09,Demo
lead_008835,2025-09-30 18:43:08.440819,2924.99,Demo
lead_008846,2025-10-05 23:56:08.440819,6515.01,Demo
lead_008847,2025-10-04 17:12:08.440819,5017.88,Trial
lead_008849,2025-09-30 00:33:08.440819,8437.52,Subscription
lead_008853,2025-10-01 15:20:08.440819,5631.94,Demo
lead_008855,2025-10-13 11:21:08.440819,2858.91,Subscription
lead_008858,2025-10-20 07:08:08.440819,4606.72,Purchase
lead_008859,2025-09-24 18:29:08.440819,1892.89,Subscription
lead_008860,2025-10-09 05:40:08.440819,4963.12,Trial
lead_008861,2025-10-16 11:42:08.440819,3227.16,Trial
lead_008865,2025-10-09 04:23:08.440819,3917.09,Subscription
lead_008871,2025-09-30 05:33:08.440819,8379.88,Trial
lead_008872,2025-10-01 17:26:08.440819,4492.6,Subscription
lead_008878,2025-09-30 22:43:08.440819,4143.55,Trial
lead_008879,2025-09-30 04:53:08.440819,1880.65,Purchase
lead_008880,2025-10-17 02:32:08.440819,2246.67,Subscription
lead_008883,2025-10-03 04:09:08.440819,4392.5,Trial
lead_008886,2025-10-10 01:48:08.440819,2037.05,Subscription
lead_008889,2025-10-03 15:05:08.440819,3607.86,Purchase
lead_008890,2025-10-02 03:18:08.440819,8888.6,Trial
lead_008891,2025-10-22 00:18:08.440819,5075.44,Subscription
lead_008892,2025-10-11 10:18:08.440819,2631.41,Purchase
lead_008904,2025-10-15 07:31:08.440819,8727.59,Trial
lead_008905,2025-10-03 08:52:08.440819,3920.28,Demo
lead_008910,2025-09-24 04:24:08.440819,1653.09,Purchase
lead_008914,2025-10-01 17:17:08.440819,2987.83,Subscription
lead_008918,2025-10-05 03:35:08.440819,6697.08,Demo
lead_008920,2025-10-11 06:35:08.440819,2742.09,Trial
lead_008922,2025-09-22 19:23:08.440819,8066.15,Trial
lead_008927,2025-10-06 02:01:08.440819,3816.86,Trial
lead_008930,2025-10-13 08:00:08.440819,5402.38,Purchase
lead_008934,2025-09-26 04:55:08.440819,4064.51,Trial
lead_008936,2025-10-16 21:04:08.440819,4224.1,Demo
lead_008937,2025-09-26 05:19:08.440819,2352.98,Trial
lead_008940,2025-09-30 22:54:08.440819,4411.66,Demo
lead_008941,2025-09-25 07:30:08.440819,1661.85,Subscription
lead_008942,2025-09-24 12:34:08.440819,7605.14,Purchase
lead_008946,2025-10-21 21:41:08.440819,6545.35,Trial
lead_008947,2025-09-30 21:11:08.440819,5346.34,Trial
lead_008949,2025-10-07 05:17:08.440819,8054.38,Demo
lead_008958,2025-10-13 03:21:08.440819,6390.97,Demo
lead_008964,2025-10-04 02:55:08.440819,7881.36,Trial
lead_008971,2025-10-12 23:55:08.440819,4383.99,Demo
lead_008976,2025-10-15 23:55:08.440819,4261.51,Subscription
lead_008984,2025-10-19 10:34:08.440819,7422.37,Purchase
lead_008992,2025-10-21 09:28:08.440819,7438.71,Demo
lead_008994,2025-10-07 17:01:08.440819,8767.27,Purchase
lead_008995,2025-09-26 02:51:08.440819,3921.73,Demo
lead_008999,2025-10-17 01:47:08.440819,5892.21,Purchase
lead_009002,2025-09-25 14:29:08.440819,4936.22,Trial
lead_009007,2025-10-16 12:45:08.440819,4011.4,Purchase
lead_009008,2025-10-09 05:20:08.440819,3770.68,Subscription
lead_009009,2025-09-26 21:17:08.440819,2846.09,Subscription
lead_009012,2025-10-16 15:55:08.440819,4677.55,Subscription
lead_009013,2025-09-26 20:53:08.440819,9953.99,Trial
lead_009014,2025-10-03 18:10:08.440819,6701.22,Trial
lead_009017,2025-10-04 11:26:08.440819,7376.07,Trial
lead_009019,2025-10-01 16:03:08.440819,3662.69,Purchase
lead_009021,2025-10-09 09:00:08.440819,7190.89,Demo
lead_009042,2025-10-24 22:21:08.440819,3508.74,Purchase
lead_009043,2025-10-09 11:58:08.440819,5557.73,Purchase
lead_009046,2025-10-01 15:01:08.440819,1145.58,Trial
lead_009048,2025-10-07 06:17:08.440819,9043.13,Subscription
lead_009049,2025-10-10 13:44:08.440819,9993.6,Demo
lead_009050,2025-10-02 11:52:08.440819,1431.96,Demo
lead_009052,2025-10-20 13:57:08.440819,2651.29,Purchase
lead_009054,2025-10-17 12:34:08.440819,3568.29,Purchase
lead_009056,2025-10-04 12:33:08.440819,7550.3,Purchase
lead_009066,2025-10-12 16:31:08.440819,7091.22,Purchase
lead_009073,2025-10-23 00:47:08.440819,6506.5,Trial
lead_009074,2025-10-07 01:43:08.440819,9440.62,Purchase
lead_009079,2025-10-08 12:34:08.440819,4904.0,Purchase
lead_009082,2025-10-06 17:50:08.440819,4595.56,Demo
lead_009083,2025-10-18 09:36:08.440819,4465.48,Trial
lead_009086,2025-10-15 10:01:08.440819,4408.98,Purchase
lead_009087,2025-10-15 16:23:08.440819,8785.0,Demo
lead_009088,2025-10-02 17:59:08.440819,7678.84,Trial
lead_009094,2025-10-24 00:33:08.440819,7028.85,Trial
lead_009097,2025-09-29 18:03:08.440819,2575.72,Demo
lead_009098,2025-10-14 11:57:08.440819,8509.39,Subscription
lead_009101,2025-10-18 18:12:08.440819,9650.53,Demo
lead_009104,2025-10-21 08:21:08.440819,1899.59,Purchase
lead_009107,2025-09-30 01:45:08.440819,5823.37,Demo
lead_009116,2025-10-08 09:07:08.440819,9982.02,Demo
lead_009128,2025-10-22 03:24:08.440819,5627.45,Subscription
lead_009132,2025-10-18 11:38:08.440819,9791.01,Purchase
lead_009137,2025-10-02 01:49:08.440819,9756.63,Subscription
lead_009143,2025-10-17 02:17:08.440819,2435.63,Purchase
lead_009147,2025-10-13 07:44:08.440819,8837.54,Trial
lead_009149,2025-09-28 20:59:08.440819,5323.93,Subscription
lead_009150,2025-10-05 22:12:08.440819,7371.95,Subscription
lead_009154,2025-10-03 05:14:08.440819,6817.2,Subscription
lead_009166,2025-10-06 23:35:08.440819,4785.23,Trial
lead_009167,2025-10-26 04:43:08.440819,2213.81,Purchase
lead_009173,2025-09-30 03:08:08.440819,9448.67,Trial
lead_009176,2025-10-12 23:13:08.440819,1530.29,Demo
lead_009177,2025-10-09 07:55:08.440819,2647.72,Subscription
lead_009182,2025-10-14 08:26:08.440819,9995.02,Trial
lead_009187,2025-10-26 19:10:08.440819,1299.47,Demo
lead_009191,2025-09-29 17:37:08.440819,5356.01,Purchase
lead_009193,2025-09-30 14:09:08.440819,8613.73,Purchase
lead_009196,2025-10-15 17:57:08.440819,9899.46,Demo
lead_009200,2025-10-02 06:31:08.440819,9768.74,Purchase
lead_009216,2025-10-02 23:30:08.440819,7469.63,Subscription
lead_009217,2025-09-29 18:27:08.440819,2937.2,Subscription
lead_009218,2025-09-28 16:25:08.440819,4251.19,Trial
lead_009220,2025-10-08 11:37:08.440819,2787.31,Purchase
lead_009221,2025-10-14 08:06:08.440819,3831.61,Purchase
lead_009223,2025-10-24 07:44:08.440819,7989.31,Subscription
lead_009232,2025-10-10 17:07:08.440819,9259.47,Trial
lead_009238,2025-10-25 17:15:08.440819,8377.44,Demo
lead_009240,2025-10-12 01:14:08.440819,1851.39,Purchase
lead_009241,2025-10-27 03:13:08.440819,5940.93,Trial
lead_009242,2025-10-15 09:38:08.440819,9905.91,Purchase
lead_009244,2025-10-19 17:36:08.440819,9670.7,Trial
lead_009250,2025-10-22 07:18:08.440819,5265.03,Subscription
lead_009253,2025-10-19 00:54:08.440819,8162.71,Demo
lead_009254,2025-10-26 16:03:08.440819,9724.34,Subscription
lead_009256,2025-10-25 23:31:08.440819,1387.49,Purchase
lead_009258,2025-10-01 06:05:08.440819,1945.84,Trial
lead_009261,2025-10-18 06:09:08.440819,1847.94,Demo
lead_009267,2025-10-24 11:36:08.440819,8640.31,Subscription
lead_009271,2025-10-29 21:49:08.440819,3385.28,Trial
lead_009274,2025-10-26 20:11:08.440819,8016.23,Demo
lead_009277,2025-10-01 03:13:08.440819,7156.54,Purchase
lead_009279,2025-10-06 16:29:08.440819,1946.86,Trial
lead_009280,2025-10-11 05:35:08.440819,5941.8,Demo
lead_009282,2025-10-06 15:56:08.440819,8661.18,Subscription
lead_009288,2025-10-19 01:32:08.440819,2815.81,Purchase
lead_009290,2025-10-11 12:29:08.440819,7142.09,Purchase
lead_009299,2025-09-30 22:14:08.440819,6973.41,Trial
lead_009300,2025-10-24 02:07:08.440819,4816.25,Trial
lead_009301,2025-10-17 22:11:08.440819,2765.98,Trial
lead_009302,2025-10-01 17:55:08.440819,1320.51,Subscription
lead_009303,2025-10-19 21:24:08.440819,7488.17,Purchase
lead_009306,2025-10-23 06:06:08.440819,8817.58,Subscription
lead_009307,2025-10-27 05:22:08.440819,1025.01,Trial
lead_009311,2025-10-08 09:50:08.440819,3644.04,Purchase
lead_009312,2025-10-17 01:12:08.440819,4678.68,Subscription
lead_009314,2025-10-22 20:18:08.440819,1533.61,Trial
lead_009316,2025-10-14 08:33:08.440819,5125.87,Trial
lead_009318,2025-10-24 14:31:08.440819,1620.58,Subscription
lead_009321,2025-10-15 15:48:08.440819,8290.21,Demo
lead_009323,2025-10-06 02:40:08.440819,2864.34,Trial
lead_009324,2025-10-11 21:29:08.440819,7956.49,Subscription
lead_009326,2025-10-31 10:25:08.440819,3411.25,Trial
lead_009328,2025-10-07 17:25:08.440819,3408.41,Subscription
lead_009329,2025-10-02 15:24:08.440819,8944.72,Subscription
lead_009330,2025-10-11 05:35:08.440819,7528.93,Purchase
lead_009331,2025-10-28 23:58:08.440819,5397.3,Trial
lead_009335,2025-10-10 05:12:08.440819,1773.9,Demo
lead_009342,2025-10-16 11:55:08.440819,1105.21,Subscription
lead_009346,2025-10-13 22:16:08.440819,4137.95,Demo
lead_009347,2025-10-05 15:12:08.440819,1958.82,Demo
lead_009353,2025-10-01 16:45:08.440819,8620.65,Trial
lead_009354,2025-10-08 12:48:08.440819,7340.08,Purchase
lead_009362,2025-10-12 11:20:08.440819,9262.39,Demo
lead_009372,2025-10-05 07:49:08.440819,3749.34,Purchase
lead_009381,2025-10-12 04:05:08.440819,1968.58,Purchase
lead_009385,2025-10-04 19:23:08.440819,8574.51,Trial
lead_009386,2025-11-01 02:31:08.440819,7391.8,Purchase
lead_009389,2025-10-19 12:16:08.440819,1104.52,Subscription
lead_009392,2025-10-16 04:43:08.440819,3532.45,Subscription
lead_009395,2025-10-10 10:59:08.440819,5580.8,Subscription
lead_009403,2025-10-14 07:25:08.440819,6919.4,Subscription
lead_009405,2025-10-06 14:57:08.440819,2989.85,Demo
lead_009409,2025-10-22 22:58:08.440819,4519.46,Demo
lead_009411,2025-10-14 01:22:08.440819,6461.78,Subscription
lead_009418,2025-10-14 00:18:08.440819,5025.54,Purchase
lead_009426,2025-11-01 05:55:08.440819,2205.62,Purchase
lead_009431,2025-10-18 06:24:08.440819,3604.5,Demo
lead_009435,2025-10-15 07:35:08.440819,3249.58,Demo
lead_009436,2025-10-24 21:27:08.440819,9121.62,Trial
lead_009438,2025-10-15 04:06:08.440819,6153.7,Demo
lead_009439,2025-10-04 17:02:08.440819,7792.59,Trial
lead_009445,2025-10-11 19:56:08.440819,4553.62,Purchase
lead_009453,2025-10-26 21:02:08.440819,2985.14,Demo
lead_009464,2025-10-09 08:01:08.440819,5866.73,Trial
lead_009471,2025-10-06 19:54:08.440819,6628.71,Purchase
lead_009478,2025-10-05 04:48:08.440819,7314.93,Demo
lead_009485,2025-10-17 19:58:08.440819,1916.13,Demo
lead_009487,2025-10-10 18:53:08.440819,2996.63,Trial
lead_009488,2025-10-20 22:30:08.440819,7703.2,Trial
lead_009494,2025-10-12 06:32:08.440819,6288.29,Trial
lead_009497,2025-10-29 21:38:08.440819,5421.57,Demo
lead_009499,2025-10-07 13:03:08.440819,8364.4,Purchase
lead_009501,2025-10-26 06:12:08.440819,6518.14,Demo
lead_009506,2025-10-07 08:28:08.440819,6608.56,Subscription
lead_009511,2025-10-14 00:39:08.440819,6514.17,Purchase
lead_009513,2025-10-06 04:08:08.440819,9730.17,Demo
lead_009517,2025-10-21 14:17:08.440819,6247.41,Subscription
lead_009518,2025-10-11 03:55:08.440819,8559.39,Trial
lead_009519,2025-10-05 06:07:08.440819,1426.83,Trial
lead_009521,2025-10-13 20:19:08.440819,2123.62,Subscription
lead_009523,2025-10-19 04:48:08.440819,7402.68,Purchase
lead_009528,2025-10-31 23:45:08.440819,6222.19,Purchase
lead_009529,2025-10-25 17:08:08.440819,2469.22,Trial
lead_009530,2025-10-07 09:00:08.440819,1631.52,Demo
lead_009533,2025-10-29 16:23:08.440819,6682.07,Purchase
lead_009538,2025-10-31 11:23:08.440819,5052.61,Trial
lead_009539,2025-10-23 20:43:08.440819,5563.58,Demo
lead_009540,2025-11-03 08:20:08.440819,8693.54,Trial
lead_009544,2025-11-02 15:05:08.440819,3256.76,Trial
lead_009547,2025-11-03 17:32:08.440819,2576.48,Purchase
lead_009553,2025-10-13 15:10:08.440819,5578.25,Trial
lead_009554,2025-10-31 10:42:08.440819,5783.73,Subscription
lead_009561,2025-10-07 16:30:08.440819,1997.1,Subscription
lead_009562,2025-10-27 21:15:08.440819,3425.86,Trial
lead_009565,2025-11-01 22:39:08.440819,2304.77,Demo
lead_009570,2025-10-16 22:24:08.440819,3549.78,Demo
lead_009576,2025-10-18 15:55:08.440819,7925.33,Subscription
lead_009577,2025-11-04 18:06:08.440819,9071.22,Trial
lead_009586,2025-10-29 11:49:08.440819,4876.67,Trial
lead_009590,2025-11-01 05:37:08.440819,9008.83,Trial
lead_009593,2025-10-31 20:27:08.440819,5650.18,Demo
lead_009601,2025-10-25 06:20:08.440819,4945.2,Purchase
lead_009603,2025-10-20 21:06:08.440819,3967.28,Trial
lead_009604,2025-10-08 16:35:08.440819,9728.3,Demo
lead_009606,2025-11-05 06:25:08.440819,8908.84,Demo
lead_009607,2025-11-05 09:12:08.440819,5277.53,Subscription
lead_009608,2025-10-24 00:19:08.440819,5663.81,Subscription
lead_009616,2025-10-08 13:46:08.440819,2910.15,Purchase
lead_009617,2025-10-29 23:15:08.440819,4764.92,Demo
lead_009624,2025-10-07 12:42:08.440819,4844.17,Demo
lead_009626,2025-11-05 00:08:08.440819,8084.81,Subscription
lead_009627,2025-10-19 10:22:08.440819,9195.53,Subscription
lead_009636,2025-10-13 18:05:08.440819,4393.6,Demo
lead_009639,2025-11-06 10:47:08.440819,8217.77,Trial
lead_009640,2025-10-19 16:01:08.440819,4032.92,Trial
lead_009646,2025-10-18 04:45:08.440819,4691.86,Subscription
lead_009647,2025-10-14 05:25:08.440819,4016.24,Subscription
lead_009648,2025-10-19 05:43:08.440819,7428.4,Demo
lead_009653,2025-11-02 17:03:08.440819,8777.39,Demo
lead_009654,2025-10-29 14:59:08.440819,4332.26,Trial
lead_009656,2025-10-15 16:58:08.440819,5677.79,Demo
lead_009657,2025-10-24 11:23:08.440819,2955.85,Demo
lead_009658,2025-10-14 09:39:08.440819,2695.46,Purchase
lead_009659,2025-11-07 02:39:08.440819,7068.31,Trial
lead_009663,2025-10-18 03:28:08.440819,6217.92,Subscription
lead_009664,2025-11-05 11:31:08.440819,4389.23,Subscription
lead_009665,2025-11-02 23:16:08.440819,8479.48,Purchase
lead_009668,2025-10-21 08:40:08.440819,3468.71,Trial
lead_009669,2025-10-17 11:23:08.440819,6784.79,Trial
lead_009675,2025-10-30 19:07:08.440819,5999.84,Purchase
lead_009678,2025-10-19 11:05:08.440819,2686.46,Trial
lead_009682,2025-10-13 17:07:08.440819,7672.1,Trial
lead_009693,2025-11-01 19:50:08.440819,7141.81,Trial
lead_009696,2025-10-09 07:33:08.440819,6956.25,Demo
lead_009698,2025-10-19 13:07:08.440819,7799.14,Trial
lead_009699,2025-11-02 07:07:08.440819,2608.15,Purchase
lead_009701,2025-10-10 01:36:08.440819,6183.58,Subscription
lead_009703,2025-10-26 21:33:08.440819,1170.07,Trial
lead_009708,2025-10-28 17:45:08.440819,9858.53,Purchase
lead_009710,2025-10-12 17:25:08.440819,3087.95,Subscription
lead_009715,2025-11-02 16:19:08.440819,4066.99,Subscription
lead_009716,2025-10-28 21:59:08.440819,5377.22,Demo
lead_009721,2025-10-13 18:47:08.440819,2099.09,Trial
lead_009726,2025-10-25 10:03:08.440819,4857.24,Subscription
lead_009731,2025-11-05 19:32:08.440819,7461.6,Subscription
lead_009733,2025-10-21 03:17:08.440819,8506.03,Purchase
lead_009738,2025-11-01 02:29:08.440819,7256.47,Trial
lead_009742,2025-10-23 21:00:08.440819,5999.71,Trial
lead_009747,2025-10-10 02:18:08.440819,6303.95,Trial
lead_009748,2025-10-31 19:40:08.440819,1972.56,Purchase
lead_009750,2025-11-03 03:25:08.440819,5049.4,Trial
lead_009751,2025-11-03 17:35:08.440819,3024.52,Purchase
lead_009754,2025-10-31 12:09:08.440819,1651.44,Purchase
lead_009755,2025-10-10 23:01:08.440819,8055.31,Purchase
lead_009757,2025-11-02 20:04:08.440819,9089.17,Demo
lead_009759,2025-10-18 07:16:08.440819,5495.3,Subscription
lead_009769,2025-10-29 00:22:08.440819,4436.12,Purchase
lead_009771,2025-11-07 00:35:08.440819,4158.65,Demo
lead_009774,2025-11-08 01:09:08.440819,8757.26,Subscription
lead_009775,2025-10-23 22:50:08.440819,9074.49,Purchase
lead_009778,2025-10-20 06:56:08.440819,3166.69,Trial
lead_009784,2025-10-14 01:24:08.440819,3600.14,Demo
lead_009787,2025-10-25 12:57:08.440819,5061.91,Demo
lead_009793,2025-10-25 11:20:08.440819,7149.06,Purchase
lead_009794,2025-10-25 11:55:08.440819,7308.47,Trial
lead_009795,2025-10-16 10:30:08.440819,3621.05,Subscription
lead_009798,2025-10-18 22:09:08.440819,2774.61,Purchase
lead_009800,2025-11-06 17:33:08.440819,6557.89,Purchase
lead_009804,2025-10-15 16:53:08.440819,1225.34,Subscription
lead_009821,2025-10-17 16:41:08.440819,8257.5,Subscription
lead_009831,2025-10-14 03:51:08.440819,4963.46,Purchase
lead_009839,2025-10-20 08:42:08.440819,8220.68,Subscription
lead_009842,2025-10-23 15:29:08.440819,8026.73,Purchase
lead_009844,2025-11-06 16:22:08.440819,6652.71,Subscription
lead_009847,2025-10-28 21:44:08.440819,7822.72,Purchase
lead_009853,2025-10-21 11:52:08.440819,4598.53,Subscription
lead_009854,2025-10-29 22:24:08.440819,1207.81,Purchase
lead_009874,2025-10-20 23:25:08.440819,9479.5,Purchase
lead_009875,2025-10-28 18:22:08.440819,2180.6,Subscription
lead_009877,2025-10-30 13:05:08.440819,3835.16,Purchase
lead_009881,2025-11-09 06:06:08.440819,1705.4,Purchase
lead_009883,2025-11-01 15:53:08.440819,2495.76,Demo
lead_009887,2025-11-05 06:29:08.440819,7083.97,Purchase
lead_009890,2025-11-11 03:58:08.440819,9436.37,Purchase
lead_009894,2025-11-10 07:19:08.440819,7191.04,Purchase
lead_009896,2025-10-26 02:45:08.440819,9941.7,Demo
lead_009897,2025-11-02 08:50:08.440819,1190.92,Trial
lead_009902,2025-10-29 19:11:08.440819,2646.34,Demo
lead_009904,2025-10-18 19:46:08.440819,7793.46,Trial
lead_009905,2025-10-13 08:30:08.440819,5232.16,Purchase
lead_009906,2025-10-28 15:56:08.440819,7868.64,Trial
lead_009909,2025-10-24 16:35:08.440819,5087.83,Demo
lead_009910,2025-11-12 05:01:08.440819,1999.43,Trial
lead_009912,2025-10-30 16:23:08.440819,7276.78,Subscription
lead_009917,2025-11-02 19:42:08.440819,1172.77,Demo
lead_009919,2025-10-22 09:04:08.440819,2697.76,Demo
lead_009921,2025-10-28 02:50:08.440819,4177.5,Purchase
lead_009925,2025-10-21 15:20:08.440819,8273.72,Purchase
lead_009927,2025-10-17 13:49:08.440819,7949.22,Demo
lead_009929,2025-11-10 00:10:08.440819,9850.17,Demo
lead_009936,2025-10-18 10:48:08.440819,5368.07,Subscription
lead_009937,2025-10-28 00:40:08.440819,3455.93,Trial
lead_009938,2025-10-23 01:27:08.440819,4528.4,Trial
lead_009942,2025-11-02 12:46:08.440819,7753.66,Demo
lead_009949,2025-10-18 00:02:08.440819,4111.4,Purchase
lead_009952,2025-11-04 23:57:08.440819,6372.12,Purchase
lead_009954,2025-10-18 06:43:08.440819,6758.91,Trial
lead_009957,2025-11-12 08:42:08.440819,9525.21,Demo
lead_009961,2025-10-29 01:24:08.440819,8205.34,Subscription
lead_009963,2025-11-02 20:10:08.440819,4229.26,Demo
lead_009969,2025-11-08 04:15:08.440819,2611.59,Purchase
lead_009972,2025-11-03 01:09:08.440819,9902.01,Subscription
lead_009975,2025-10-29 16:29:08.440819,2114.71,Subscription
lead_009984,2025-11-04 17:49:08.440819,7691.18,Trial
lead_009986,2025-10-24 04:55:08.440819,8023.25,Trial
lead_009992,2025-11-09 15:47:08.440819,5013.05,Subscription
lead_009993,2025-11-02 13:12:08.440819,2849.85,Subscription
lead_009994,2025-10-22 06:00:08.440819,4045.8,Trial
lead_009996,2025-11-06 13:22:08.440819,4672.44,Subscription
lead_010000,2025-11-08 04:18:08.440819,5833.9,Demo
lead_010002,2025-10-24 08:57:08.440819,3218.44,Demo
lead_010006,2025-10-19 12:50:08.440819,3557.66,Purchase
lead_010008,2025-10-24 21:44:08.440819,9042.43,Purchase
lead_010010,2025-11-07 10:09:08.440819,9577.67,Subscription
lead_010017,2025-11-06 12:01:08.440819,6173.3,Subscription
lead_010019,2025-11-08 05:30:08.440819,7561.76,Subscription
lead_010022,2025-10-28 05:16:08.440819,7650.33,Purchase
lead_010024,2025-10-23 17:57:08.440819,5721.14,Subscription
lead_010031,2025-10-18 11:57:08.440819,1333.14,Subscription
lead_010034,2025-11-02 16:46:08.440819,5000.65,Subscription
lead_010037,2025-10-15 02:46:08.440819,9032.79,Subscription
lead_010040,2025-11-07 19:15:08.440819,1137.3,Purchase
lead_010043,2025-10-21 10:22:08.440819,8685.85,Purchase
lead_010049,2025-10-24 18:16:08.440819,9220.22,Purchase
lead_010052,2025-10-22 20:59:08.440819,1147.26,Demo
lead_010063,2025-11-11 18:42:08.440819,7371.24,Subscription
lead_010065,2025-11-09 21:54:08.440819,1677.74,Subscription
lead_010072,2025-11-09 16:48:08.440819,1936.85,Trial
lead_010080,2025-11-02 02:45:08.440819,2637.49,Demo
lead_010081,2025-10-16 16:08:08.440819,2643.41,Subscription
lead_010092,2025-11-14 01:23:08.440819,5203.3,Purchase
lead_010093,2025-10-23 23:57:08.440819,9737.8,Subscription
lead_010094,2025-10-24 19:42:08.440819,5298.44,Trial
lead_010097,2025-11-08 12:58:08.440819,7172.02,Purchase
lead_010103,2025-10-20 08:01:08.440819,7503.14,Trial
lead_010104,2025-11-14 19:26:08.440819,7590.87,Subscription
lead_010110,2025-11-07 16:11:08.440819,3162.28,Subscription
lead_010112,2025-11-05 22:25:08.440819,7368.4,Demo
lead_010113,2025-11-04 04:49:08.440819,8338.22,Demo
lead_010116,2025-11-01 23:05:08.440819,6029.08,Demo
lead_010120,2025-11-02 06:17:08.440819,1581.88,Demo
lead_010126,2025-10-27 11:18:08.440819,8671.29,Subscription
lead_010130,2025-10-31 18:43:08.440819,5149.95,Trial
lead_010132,2025-11-14 05:52:08.440819,5285.94,Demo
lead_010133,2025-10-31 03:25:08.440819,8899.44,Trial
lead_010134,2025-10-23 09:58:08.440819,5211.21,Trial
lead_010139,2025-10-23 17:05:08.440819,7576.64,Trial
lead_010143,2025-11-14 10:17:08.440819,8407.48,Demo
lead_010145,2025-11-13 02:14:08.440819,1710.56,Trial
lead_010146,2025-10-29 03:17:08.440819,1505.16,Subscription
lead_010152,2025-10-18 18:55:08.440819,3634.36,Demo
lead_010156,2025-10-27 01:14:08.440819,4163.82,Purchase
lead_010166,2025-10-26 06:57:08.440819,7955.14,Purchase
lead_010173,2025-11-02 11:43:08.440819,5077.77,Trial
lead_010175,2025-11-01 04:11:08.440819,2896.39,Demo
lead_010178,2025-10-23 06:18:08.440819,6004.71,Trial
lead_010181,2025-10-27 20:35:08.440819,6109.96,Subscription
lead_010184,2025-10-29 17:17:08.440819,6687.78,Subscription
lead_010185,2025-10-24 18:31:08.440819,4298.06,Purchase
lead_010186,2025-10-28 16:48:08.440819,7463.88,Trial
lead_010190,2025-10-26 15:14:08.440819,6884.49,Demo
lead_010191,2025-10-30 15:26:08.440819,2698.15,Demo
lead_010192,2025-11-08 06:06:08.440819,1027.05,Purchase
lead_010193,2025-10-23 01:11:08.440819,4725.7,Subscription
lead_010194,2025-11-10 04:57:08.440819,4304.2,Trial
lead_010195,2025-10-27 12:59:08.440819,1883.48,Trial
lead_010196,2025-11-09 23:06:08.440819,8958.3,Demo
lead_010201,2025-10-23 07:40:08.440819,9768.83,Demo
lead_010206,2025-10-25 12:35:08.440819,2010.92,Demo
lead_010209,2025-11-05 17:09:08.440819,9517.24,Subscription
lead_010210,2025-10-19 10:17:08.440819,4545.59,Purchase
lead_010215,2025-11-04 18:49:08.440819,9899.17,Purchase
lead_010225,2025-11-15 22:16:08.440819,4629.28,Demo
lead_010228,2025-10-28 21:58:08.440819,3289.01,Purchase
lead_010230,2025-11-12 08:39:08.440819,1152.87,Demo
lead_010233,2025-11-04 05:52:08.440819,1109.78,Trial
lead_010234,2025-11-12 22:31:08.440819,7845.94,Subscription
lead_010237,2025-11-02 03:55:08.440819,3900.02,Purchase
lead_010242,2025-11-04 10:24:08.440819,1661.09,Demo
lead_010244,2025-10-23 21:56:08.440819,7566.66,Demo
lead_010245,2025-10-26 02:02:08.440819,3556.85,Purchase
lead_010252,2025-10-26 09:37:08.440819,8616.54,Subscription
lead_010257,2025-11-15 08:32:08.440819,4096.89,Purchase
lead_010259,2025-11-03 02:17:08.440819,6006.44,Trial
lead_010265,2025-11-04 16:29:08.440819,1923.21,Subscription
lead_010269,2025-11-13 17:16:08.440819,8417.33,Subscription
lead_010273,2025-10-24 00:00:08.440819,1926.37,Purchase
lead_010277,2025-11-01 04:19:08.440819,6537.16,Trial
lead_010280,2025-11-02 18:46:08.440819,2189.54,Purchase
lead_010281,2025-11-10 10:13:08.440819,8518.2,Purchase
lead_010284,2025-11-08 04:43:08.440819,5809.96,Demo
lead_010285,2025-10-28 04:14:08.440819,2540.32,Subscription
lead_010290,2025-11-15 16:22:08.440819,5650.42,Subscription
lead_010291,2025-11-02 17:31:08.440819,6266.63,Demo
lead_010295,2025-11-04 02:40:08.440819,7146.68,Subscription
lead_010297,2025-11-10 07:50:08.440819,6366.24,Subscription
lead_010303,2025-11-05 17:04:08.440819,3839.53,Trial
lead_010306,2025-11-06 13:49:08.440819,8879.8,Subscription
lead_010307,2025-10-23 16:07:08.440819,9328.77,Purchase
lead_010311,2025-11-13 22:03:08.440819,8136.61,Purchase
lead_010313,2025-10-26 20:25:08.440819,8503.82,Purchase
lead_010320,2025-10-26 08:55:08.440819,3023.88,Subscription
lead_010327,2025-11-01 02:11:08.440819,2184.58,Purchase
lead_010329,2025-11-09 20:44:08.440819,3410.4,Demo
lead_010331,2025-11-01 19:27:08.440819,5399.08,Trial
lead_010337,2025-10-23 13:24:08.440819,1927.04,Trial
lead_010344,2025-11-01 08:55:08.440819,5554.39,Subscription
